"id","nama","nik","status_pasutri","status_kewarganegaraan","jenis_sewa","unit_number","metode_pembayaran","metode_lain","tanggal_checkin","waktu_checkin","tanggal_checkout","waktu_checkout","lama_menginap","komentar","user_email","diedit_oleh","created_at","classification"
"6964","April Gutmann","3644345307670640","Menikah","WNI","Harian","D-4-20","Kartu Kredit",NULL,"2018-09-12","14:12:00","2018-09-17","09:31:00","5",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6965","Dave Gerhold","3697820710035179","Menikah","WNI","Harian","A-7-4","Others","ovo","2012-03-22","13:02:00","2012-03-26","12:04:00","4",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6966","Ollie Bogan","3248636710076143","Belum Menikah","WNA","Bulanan","A-4-14","Kartu Debit",NULL,"2015-04-03","15:26:00","2015-06-02","12:37:00","60",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6967","Ted Ruecker","3362951210943808","Menikah","WNA","Harian","C-19-6","Kartu Debit",NULL,"2023-02-13","19:09:00","2023-02-14","09:53:00","1","Merokok di area terlarang","April39@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6968","Levi Mitchell","3492300603698752","Belum Menikah","WNI","Mingguan","A-23-24","Others","linkaja","2019-11-14","14:12:00","2019-12-05","12:34:00","21",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6969","Matthew Legros-Green","5149620903713946","Menikah","WNI","Harian","A-12-25","Others","dana","2022-10-15","18:35:00","2022-10-19","11:46:00","4",NULL,"Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6970","Karla Labadie","3602986709788415","Belum Menikah","WNA","Bulanan","A-11-20","Cash",NULL,"2017-04-25","16:59:00","2017-09-22","08:27:00","150",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6971","Eric Mills-Quigley","3658331806681088","Belum Menikah","WNI","Harian","C-17-22","Cash",NULL,"2011-12-17","20:45:00","2011-12-23","08:16:00","6",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6972","Marian Frami","3170754208736817","Menikah","WNI","Bulanan","B-15-9","Cash",NULL,"2020-12-22","13:26:00","2021-05-21","10:34:00","150",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6973","Clara Greenholt","5120325208987243","Belum Menikah","WNI","Mingguan","C-8-2","Cash",NULL,"2015-03-11","19:09:00","2015-03-18","11:29:00","7",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6974","Shelley Beahan","3648024803654415","Belum Menikah","WNI","Mingguan","B-13-11","Others","linkaja","2022-02-05","15:31:00","2022-02-19","07:36:00","14",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6975","Shari Pollich","3513865502778107","Belum Menikah","WNI","Harian","B-13-29","Kartu Kredit",NULL,"2019-10-01","20:21:00","2019-10-07","09:56:00","6",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6976","Noel Marquardt","3364552201677347","Menikah","WNI","Mingguan","B-24-19","Cash",NULL,"2017-09-03","20:13:00","2017-09-17","07:57:00","14",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6977","Leah Cummings","3312296512738517","Belum Menikah","WNA","Bulanan","C-6-2","Kartu Debit",NULL,"2025-09-27","19:11:00","2025-12-26","12:14:00","90",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6978","Elisa Hickle","5193276405841676","Belum Menikah","WNI","Bulanan","A-25-11","Cash",NULL,"2010-01-01","14:13:00","2010-04-01","12:32:00","90",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6979","Bethany Barrows","3663896404922146","Menikah","WNA","Mingguan","C-11-16","QRIS",NULL,"2022-02-27","17:46:00","2022-03-06","11:08:00","7",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6980","Jordan Pfeffer","5159741906917711","Belum Menikah","WNA","Harian","C-8-9","Kartu Debit",NULL,"2017-09-01","18:40:00","2017-09-01","23:40:00","0",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6981","Willie Baumbach","5192494611073662","Belum Menikah","WNA","Harian","C-18-4","Kartu Debit",NULL,"2010-11-24","14:53:00","2010-11-26","10:32:00","2",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6982","Leland Heller","3665392206059487","Belum Menikah","WNI","Harian","B-25-3","Kartu Debit",NULL,"2018-02-07","15:07:00","2018-02-13","12:24:00","6",NULL,"Jaime.Murazik28@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6983","Marcia Johnson","3293254811674812","Menikah","WNA","Harian","A-1-22","QRIS",NULL,"2012-03-19","16:33:00","2012-03-25","12:36:00","6",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6984","Shelly Nolan","3609985108010093","Belum Menikah","WNA","Bulanan","B-12-11","QRIS",NULL,"2018-06-02","14:08:00","2018-08-31","12:45:00","90",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6985","Clint Cole","5141710511705455","Menikah","WNI","Bulanan","B-9-26","Kartu Kredit",NULL,"2015-03-20","19:18:00","2015-08-17","07:45:00","150",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6986","Mitchell Schumm","3566270111805548","Menikah","WNI","Harian","D-15-21","Cash",NULL,"2015-01-13","18:02:00","2015-01-18","08:39:00","5",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6987","Leonard Wolff","5106822505939180","Belum Menikah","WNI","Mingguan","C-15-25","Others","crypto","2018-01-27","17:50:00","2018-02-03","12:35:00","7",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6988","Juanita Spinka","3154455308723823","Menikah","WNA","Harian","C-13-17","Kartu Debit",NULL,"2012-03-28","15:36:00","2012-04-02","07:36:00","5",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6989","Santos Predovic","3132612806651743","Belum Menikah","WNI","Harian","A-14-19","Cash",NULL,"2021-07-20","19:22:00","2021-07-21","11:15:00","1","Kebisingan berlebihan di malam hari","Shane54@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6990","Douglas Predovic","3438683112929328","Belum Menikah","WNA","Mingguan","D-9-10","QRIS",NULL,"2012-11-07","19:58:00","2012-11-14","09:32:00","7",NULL,"Felton.Schamberger@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6991","Fernando Osinski","3203960406662367","Belum Menikah","WNA","Bulanan","B-3-23","Cash",NULL,"2022-06-10","15:29:00","2022-09-08","08:02:00","90",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6992","Desiree Leannon","3237884310723890","Belum Menikah","WNI","Bulanan","B-13-18","Kartu Debit",NULL,"2024-07-26","15:24:00","2024-08-25","12:49:00","30",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6993","Ben Rempel","3468901107695168","Menikah","WNI","Mingguan","A-17-9","QRIS",NULL,"2011-12-03","17:30:00","2011-12-17","10:47:00","14",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6994","Elizabeth Thiel","3147726307720742","Belum Menikah","WNI","Harian","D-3-22","Others","gopay","2018-09-11","17:25:00","2018-09-12","12:46:00","1","Terpantau adanya tamu yang keluar masuk pada malam hari","Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6995","Kimberly Moen","5166954111077070","Belum Menikah","WNI","Mingguan","A-23-30","QRIS",NULL,"2011-12-24","18:45:00","2012-01-14","09:52:00","21",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6996","Beatrice Wyman","5101026503811909","Belum Menikah","WNA","Harian","C-16-17","Kartu Kredit",NULL,"2020-12-29","13:16:00","2021-01-01","12:57:00","3",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6997","Frances Considine","3180396506939477","Menikah","WNA","Mingguan","B-4-23","Kartu Kredit",NULL,"2019-12-14","20:08:00","2019-12-21","08:51:00","7",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6998","Zachary Kohler","5104531009022663","Menikah","WNI","Mingguan","B-2-24","Cash",NULL,"2025-11-11","19:47:00","2025-12-02","10:29:00","21",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6999","Madeline Leuschke","3480685609993928","Belum Menikah","WNI","Bulanan","A-4-22","Kartu Kredit",NULL,"2015-09-04","19:16:00","2016-01-02","12:43:00","120",NULL,"Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7000","Pamela Wilkinson","3504175009773692","Belum Menikah","WNA","Mingguan","D-6-11","Cash",NULL,"2025-08-11","18:51:00","2025-09-01","10:34:00","21",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7001","Mindy Zboncak","3283964604718030","Menikah","WNA","Mingguan","D-6-5","Kartu Kredit",NULL,"2020-08-18","16:13:00","2020-09-01","12:46:00","14",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7002","Roderick Schowalter","3622810706046401","Belum Menikah","WNA","Harian","A-20-9","Kartu Debit",NULL,"2019-11-14","20:03:00","2019-11-19","12:14:00","5",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7003","Austin Hauck","3132300612061130","Belum Menikah","WNI","Mingguan","C-13-21","Kartu Kredit",NULL,"2022-05-12","18:13:00","2022-05-26","12:24:00","14",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7004","Marilyn Lynch","3524054701913866","Menikah","WNI","Mingguan","A-8-30","Others","gopay","2016-02-15","13:03:00","2016-02-22","11:04:00","7",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7005","Kim Parisian","3415131411728941","Belum Menikah","WNA","Mingguan","B-17-26","QRIS",NULL,"2010-08-20","16:59:00","2010-09-10","09:42:00","21",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7006","Edward Volkman","3483422107057676","Menikah","WNI","Bulanan","A-21-24","QRIS",NULL,"2010-01-05","17:41:00","2010-03-06","07:27:00","60",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7007","Charles Lind","3465442409793239","Menikah","WNI","Bulanan","C-17-24","Kartu Kredit",NULL,"2024-05-03","17:27:00","2024-07-02","10:41:00","60",NULL,"Dejuan5@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7008","Tommie Collins","5140432701846023","Belum Menikah","WNI","Bulanan","D-3-24","Cash",NULL,"2025-04-02","13:01:00","2025-06-01","09:44:00","60",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7009","Austin Reinger","3280812707734953","Menikah","WNA","Harian","B-10-27","Kartu Kredit",NULL,"2019-09-04","14:15:00","2019-09-07","11:22:00","3",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7010","Whitney Pagac","3468704311877124","Menikah","WNI","Bulanan","C-22-15","Kartu Kredit",NULL,"2020-07-10","14:10:00","2020-08-09","11:26:00","30",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7011","Denise Heller","3301966802898186","Belum Menikah","WNA","Bulanan","C-15-25","Others","crypto","2015-12-05","19:29:00","2016-02-03","07:22:00","60",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7012","Boyd Feeney","3512370304840520","Menikah","WNA","Mingguan","B-1-8","Cash",NULL,"2011-03-16","13:12:00","2011-03-30","12:52:00","14",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7013","Sheryl Franey","3530244910007176","Menikah","WNA","Harian","B-23-4","Kartu Kredit",NULL,"2020-02-20","19:09:00","2020-02-23","09:31:00","3",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7014","Viola Fahey","3487114406748826","Menikah","WNI","Mingguan","D-5-6","Cash",NULL,"2022-07-30","14:55:00","2022-08-20","10:23:00","21",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7015","Loretta Bosco","5178644410802051","Belum Menikah","WNI","Mingguan","D-3-16","Others","linkaja","2011-06-30","18:34:00","2011-07-21","12:17:00","21",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7016","Orville O'Hara-Cummings","3124162709785370","Menikah","WNA","Mingguan","C-6-26","Cash",NULL,"2017-06-05","14:59:00","2017-06-12","12:53:00","7",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7017","Darin Maggio","5197251902708256","Menikah","WNA","Harian","B-20-29","Kartu Debit",NULL,"2025-05-08","16:15:00","2025-05-11","12:21:00","3",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7018","Rene Daniel","3567630608985350","Menikah","WNI","Bulanan","B-7-15","Kartu Kredit",NULL,"2016-01-15","19:23:00","2016-04-14","11:58:00","90",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7019","Nicholas Ondricka","3114202406703219","Belum Menikah","WNI","Mingguan","D-11-28","Others","linkaja","2024-07-15","13:40:00","2024-07-22","08:05:00","7",NULL,"Rory.Hane-Hayes20@hotmail.com","Jaime.Murazik28@hotmail.com","2025-12-08 19:13:06","normal"
"7020","Vincent Krajcik","3456422607874723","Belum Menikah","WNA","Mingguan","A-25-13","Cash",NULL,"2015-07-02","18:11:00","2015-07-09","12:56:00","7",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7021","Kristi Schuppe","3562844608980602","Menikah","WNI","Harian","B-7-30","Cash",NULL,"2010-05-01","15:15:00","2010-05-02","09:53:00","1","Merokok di area terlarang","Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"7022","Camille Rolfson","3566575001866275","Menikah","WNA","Harian","D-10-2","Kartu Kredit",NULL,"2013-12-20","15:46:00","2013-12-24","09:35:00","4",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7023","Brenda Rohan","5146337006697910","Belum Menikah","WNA","Mingguan","C-18-27","Kartu Debit",NULL,"2011-06-26","17:16:00","2011-07-03","12:37:00","7",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7024","Bertha Labadie","3420036006714326","Menikah","WNI","Harian","A-11-8","Cash",NULL,"2018-02-03","17:20:00","2018-02-09","10:40:00","6",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7025","Warren Sawayn","3631650210915593","Belum Menikah","WNI","Harian","D-7-19","QRIS",NULL,"2010-12-22","20:42:00","2010-12-26","10:02:00","4",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7026","Roland Conn","5142401603005597","Menikah","WNA","Mingguan","B-5-3","Kartu Debit",NULL,"2018-09-14","14:07:00","2018-09-28","10:34:00","14",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7027","Jennifer Mann","3629684307690892","Belum Menikah","WNI","Harian","C-14-8","Cash",NULL,"2023-06-05","20:44:00","2023-06-07","12:55:00","2",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7028","Marc Rodriguez","3124032302910319","Belum Menikah","WNI","Harian","A-9-15","Cash",NULL,"2024-03-15","14:08:00","2024-03-19","12:41:00","4",NULL,"Jaime.Murazik28@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7029","Tanya Wiegand","3549075506746407","Menikah","WNA","Mingguan","A-23-25","Cash",NULL,"2018-11-04","15:40:00","2018-11-11","10:36:00","7",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7030","Carmen Stracke","3641816809013576","Belum Menikah","WNI","Mingguan","C-13-2","Cash",NULL,"2013-08-12","15:55:00","2013-08-19","07:11:00","7",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7031","Lee Raynor","3313576612779961","Menikah","WNI","Harian","A-2-29","Kartu Debit",NULL,"2024-12-11","13:27:00","2024-12-13","12:11:00","2",NULL,"Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7032","Gretchen Towne","3142055012817158","Belum Menikah","WNA","Mingguan","B-1-26","Kartu Kredit",NULL,"2013-09-05","13:25:00","2013-09-19","12:13:00","14",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7033","Leona Walsh","3215066301067089","Belum Menikah","WNI","Bulanan","C-17-24","QRIS",NULL,"2015-11-09","18:04:00","2015-12-09","09:23:00","30",NULL,"Dejuan5@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7034","Alicia Jakubowski","3278544311059793","Menikah","WNI","Mingguan","C-4-19","QRIS",NULL,"2016-02-26","15:29:00","2016-03-04","08:18:00","7",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7035","Travis Brakus","3503100802907798","Menikah","WNA","Bulanan","A-18-1","Cash",NULL,"2021-02-06","19:03:00","2021-04-07","11:17:00","60",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7036","Calvin Mayer","3442200410765373","Menikah","WNA","Bulanan","B-18-26","Kartu Kredit",NULL,"2017-05-02","17:17:00","2017-09-29","11:47:00","150",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7037","Arturo Conroy","3444200703674578","Belum Menikah","WNI","Bulanan","B-10-27","Kartu Kredit",NULL,"2022-10-30","17:11:00","2023-03-29","11:36:00","150",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7038","Gregory Jacobson","3634460204945425","Belum Menikah","WNI","Mingguan","A-19-15","QRIS",NULL,"2010-01-02","13:08:00","2010-01-09","07:07:00","7",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7039","Sabrina Weber","3619685812941879","Belum Menikah","WNA","Bulanan","C-16-10","Others","linkaja","2022-08-15","16:25:00","2022-09-14","10:36:00","30",NULL,"Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7040","Bernice Reichert","3530545210768157","Belum Menikah","WNI","Harian","A-7-22","Kartu Kredit",NULL,"2020-05-01","19:04:00","2020-05-02","09:32:00","1",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7041","Kara Altenwerth","3598136807045802","Belum Menikah","WNI","Mingguan","B-7-14","QRIS",NULL,"2013-05-21","16:55:00","2013-05-28","12:59:00","7",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7042","Stanley Spencer","3127462105891735","Belum Menikah","WNA","Mingguan","A-9-7","Cash",NULL,"2022-03-18","18:43:00","2022-03-25","12:52:00","7",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7043","Terrell Kozey","3200811005824267","Menikah","WNA","Bulanan","B-18-9","Kartu Kredit",NULL,"2013-04-10","17:17:00","2013-06-09","08:34:00","60",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7044","Carole Fahey","3151266712933226","Belum Menikah","WNA","Mingguan","C-21-15","Kartu Kredit",NULL,"2018-11-22","17:16:00","2018-11-29","09:19:00","7",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7045","Lionel Thiel","3271611707880361","Belum Menikah","WNI","Bulanan","B-7-15","Others","shopeepay","2024-07-10","17:17:00","2024-12-07","11:16:00","150",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7046","Felix Powlowski","3246731505015639","Menikah","WNA","Harian","C-23-29","Kartu Debit",NULL,"2025-04-09","13:33:00","2025-04-15","12:14:00","6",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7047","Leticia Powlowski-Schmitt","3355716707894528","Belum Menikah","WNA","Mingguan","B-9-20","QRIS",NULL,"2010-01-23","15:32:00","2010-01-30","08:04:00","7",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7048","Miranda Klocko","3433656107902234","Belum Menikah","WNA","Harian","B-5-7","Kartu Debit",NULL,"2024-01-16","17:26:00","2024-01-20","11:07:00","4",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7049","Willis Wilderman","3400042803051573","Belum Menikah","WNI","Bulanan","D-18-9","Others","ovo","2011-11-30","18:44:00","2012-01-29","09:48:00","60",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7050","Angelica Purdy","3208126703879286","Belum Menikah","WNA","Mingguan","D-5-28","QRIS",NULL,"2017-06-14","18:02:00","2017-06-28","09:24:00","14",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"7051","Amber Stiedemann","3165394108888861","Belum Menikah","WNA","Harian","D-6-22","QRIS",NULL,"2022-09-02","20:08:00","2022-09-05","11:56:00","3",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7052","Bryant Jaskolski","3228942103030332","Belum Menikah","WNA","Mingguan","B-6-23","Cash",NULL,"2013-02-05","18:17:00","2013-02-12","08:42:00","7",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7053","Brett Fadel","3639860211959579","Belum Menikah","WNI","Mingguan","B-25-7","Kartu Kredit",NULL,"2021-06-12","16:15:00","2021-07-03","11:01:00","21",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7054","Saul Blick","3669381703725366","Menikah","WNI","Bulanan","B-23-21","QRIS",NULL,"2014-06-11","13:22:00","2014-08-10","10:24:00","60",NULL,"Ena_Hartmann34@gmail.com","Rory.Hane-Hayes20@hotmail.com","2025-12-08 19:13:06","normal"
"7055","Bryant Wunsch","3171401605869046","Menikah","WNA","Harian","D-7-8","Cash",NULL,"2017-01-23","14:06:00","2017-01-27","09:47:00","4",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"7056","Janet Kihn","3166645908054385","Menikah","WNA","Bulanan","B-1-15","Kartu Kredit",NULL,"2012-02-21","17:32:00","2012-05-21","07:17:00","90",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"7057","Yvette Howell","3188874807715351","Menikah","WNI","Mingguan","C-8-16","Cash",NULL,"2021-12-27","17:44:00","2022-01-03","07:55:00","7",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
